1.84,2.29,3.71,2.35,2.32,2.13,KL-NE1
1.9,2.81,2.52,2.39,2.32,2.32,KL-NE2
2.1,2.13,3.61,2.16,2.1,2.06,KL-NE3
1.19,4.35,1.83,2.87,3.77,3.42,KL-SA1
1.26,4.26,1.9,2.87,3.61,3.35,KL-SA2
1.39,4.42,1.94,2.77,3.68,3.81,KL-SA3
1.77,2.55,4.71,2.42,2.58,2.87,KL-SU1
1.84,1.8,4.84,2.16,1.9,2.19,KL-SU2
1.77,1.77,4.81,2,2,2.52,KL-SU3
1.39,2.03,1.57,4.58,3.77,1.68,KM-AN1
1.45,2.84,1.68,4.06,3.87,1.9,KM-AN2
1.42,2.13,1.55,4.16,3.58,1.77,KM-AN3
1.26,2.1,1.81,3.52,4.71,2.26,KM-DI1
1.39,1.87,1.94,3.61,4.58,1.94,KM-DI3
2.52,2.58,2.61,1.97,2.9,2.87,KM-FE1
1.5,2.97,3.67,2.83,3.77,3.8,KM-FE2
1.68,2.84,3.61,2.9,3.84,3.19,KM-FE3
4.9,1.13,1.26,1.1,1.03,1.1,KM-HA1
4.87,1.2,1.43,1.03,1.07,1.07,KM-HA2
4.61,1.32,1.39,1.23,1.1,1.19,KM-HA3
5,1.13,1.26,1.1,1.1,1.06,KM-HA4
2.87,2.52,2.1,1.97,1.97,2.06,KM-NE1
2.87,2.42,1.58,1.84,1.77,1.77,KM-NE2
2.5,2.1,1.7,1.5,1.73,1.53,KM-NE3
1.42,4,1.55,2.39,3.26,3.03,KM-SA1
1.23,4.39,1.45,2.61,3.19,2.71,KM-SA2
1.32,4,1.87,2.6,3.77,3.19,KM-SA3
1.35,4.13,1.61,2.1,3.81,3.1,KM-SA5
2.13,1.55,4.97,1.65,1.45,2.1,KM-SU1
2.16,1.9,4.97,1.74,1.81,3.1,KM-SU2
2.16,1.84,4.94,1.71,1.65,2.32,KM-SU3
1.39,1.87,1.73,4.58,3.19,1.68,KR-AN1
1.52,2.58,1.74,4.58,3.65,1.61,KR-AN2
1.48,2.48,2.19,4.48,3.42,2.16,KR-AN3
1.35,2.19,2.23,3.39,4.55,2.58,KR-DI1
1.35,2.32,1.97,4.03,4.39,2.35,KR-DI2
1.39,2.45,1.67,4.29,4.06,2.1,KR-DI3
1.52,2.26,4.45,3.16,3.03,2.9,KR-FE1
1.61,2.39,3.97,3.19,3.71,2.74,KR-FE2
1.55,2.42,4,3.58,3.55,3.06,KR-FE3
4.45,1.29,1.1,1.19,1.26,1.19,KR-HA1
4.19,1.48,1.65,1.29,1.32,1.35,KR-HA2
2.23,2.06,1.84,2.87,2.35,1.87,KR-NE1
2.32,2.23,1.68,2.68,2.35,1.84,KR-NE2
2.03,2.16,1.68,2.81,2.39,1.81,KR-NE3
1.48,4.23,1.84,2.55,2.74,2.29,KR-SA1
1.42,4.26,1.74,2.52,3.06,2.48,KR-SA2
1.48,3.9,1.77,2.81,3.29,2.42,KR-SA3
2,1.77,4.68,1.81,1.65,2.03,KR-SU1
2.1,1.84,4.58,2.19,2.03,2.1,KR-SU2
2.42,1.84,4.74,1.94,1.87,2.06,KR-SU3
1.26,1.87,1.48,4.68,4,1.55,MK-AN1
1.26,3.32,1.52,4.13,4.52,2.74,MK-AN2
1.26,3.03,2.03,4.35,4.61,2.97,MK-AN3
1.26,2.48,2.26,3.68,4.61,2.58,MK-DI1
1.32,3.1,2.43,2.26,4.39,3.1,MK-DI2
1.61,2.52,2.29,2.68,4.71,3.19,MK-DI3
1.23,4.06,4.1,2.32,3.26,4.26,MK-FE1
1.35,3.32,4.65,2.42,3.97,4.52,MK-FE2
1.42,3.65,2.84,2.16,3.29,4.06,MK-FE3
4.52,1.32,1.58,1.1,1.26,1.23,MK-HA1
4.32,1.61,1.42,1.48,1.52,1.48,MK-HA2
4.65,1.32,1.45,1.19,1.29,1.29,MK-HA3
2.9,2.65,1.74,1.87,1.9,1.87,MK-NE1
3.48,2.19,1.55,1.68,1.55,1.58,MK-NE2
2.97,2.39,1.71,1.81,1.61,1.84,MK-NE3
1.65,4.23,1.74,2.13,2.74,2.68,MK-SA1
1.39,4.52,1.61,1.77,2.71,2.61,MK-SA2
1.26,4.84,1.65,2.13,2.52,2.23,MK-SA3
1.84,2.35,4.94,2,2.52,3.29,MK-SU1
2.32,1.65,4.97,1.81,1.9,2.26,MK-SU2
1.97,2.23,4.9,2.13,2.39,3.03,MK-SU3
1.19,2.55,1.61,4.45,3.65,1.71,NA-AN1
1.45,2.39,1.67,4.52,3.32,1.71,NA-AN2
1.32,2.61,1.61,4.48,3.23,1.94,NA-AN3
1.32,3.03,1.58,3.65,4.29,1.87,NA-DI1
1.45,3.19,1.81,3.16,4.19,2.77,NA-DI2
1.43,2.87,1.77,4.33,3.87,2.1,NA-DI3
1.61,2.68,4.1,3.16,3.81,3.9,NA-FE1
1.68,3.1,3.74,3.19,3.58,3.87,NA-FE2
1.48,3.26,3.39,2.71,3.06,3.74,NA-FE3
4.77,1.35,1.42,1.13,1.13,1.16,NA-HA1
4.65,1.47,1.29,1.23,1.32,1.1,NA-HA2
4.48,1.42,1.48,1.32,1.55,1.35,NA-HA3
2.68,2.1,1.61,2.19,2.03,1.68,NA-NE1
2.84,2.29,1.87,2.65,2.45,2.03,NA-NE2
2.77,2,1.84,2.32,2.23,2.61,NA-NE3
1.52,4.03,1.77,2.65,3.03,2.94,NA-SA1
1.29,3.74,1.39,3,3.23,2.29,NA-SA2
1.71,3.16,1.84,3.48,3.19,2.58,NA-SA3
4.32,1.48,3.32,1.35,1.39,1.39,NA-SU1
2.68,1.45,4.52,1.9,2.03,2,NA-SU2
2.39,1.55,4.48,1.97,1.84,1.81,NA-SU3
2.55,2.16,1.81,2.16,1.94,1.94,NM-AN1
2.03,2.29,1.61,2.71,2.35,1.87,NM-AN2
1.68,3,1.84,3.17,3.65,2.58,NM-AN3
2.67,2.67,1.77,2.3,3.1,2.21,NM-DI1
2.45,1.94,1.52,2.16,2.61,1.65,NM-DI3
1.55,3.61,3.65,1.84,2.71,3.87,NM-FE1
2.29,2.29,3.84,1.94,2.32,2.29,NM-FE2
1.9,2.03,4.52,1.87,1.87,2.61,NM-FE3
4.29,1.55,1.45,1.39,1.26,1.23,NM-HA1
4.39,1.42,2.1,1.32,1.26,1.23,NM-HA2
4.19,1.45,1.84,1.42,1.35,1.39,NM-HA3
3.03,2.32,1.77,1.74,1.77,1.68,NM-NE1
3.29,2.23,1.84,1.68,1.68,1.71,NM-NE2
3.19,2.26,1.71,1.87,1.74,1.71,NM-NE3
2,3.77,1.67,1.77,1.77,2.29,NM-SA1
2.48,2.68,1.81,1.97,1.9,1.84,NM-SA2
2.03,3.48,1.94,1.87,2.16,2.77,NM-SA3
2.68,1.65,4.94,1.48,1.45,1.77,NM-SU1
2.9,1.53,4.8,1.43,1.37,1.57,NM-SU2
2.65,1.77,4.94,1.65,1.52,1.9,NM-SU3
1.42,3.19,1.77,4.06,4,2.58,TM-AN1
1.39,2.58,1.74,4.13,3.48,1.94,TM-AN2
1.55,2.16,1.77,4.16,3.32,1.94,TM-AN3
1.35,1.81,2.19,3.16,4.81,2.39,TM-DI1
1.55,2.39,2.32,3.23,4.65,2.32,TM-DI2
1.35,2.39,1.9,3.1,4.55,2.87,TM-DI3
1.42,3.06,3.29,2.52,4.16,3.45,TM-FE1
1.45,2.77,3.13,2.32,4.39,3.1,TM-FE2
1.35,3.06,3.35,2.39,4.19,3.42,TM-FE3
4.32,1.52,1.26,1.13,1.13,1.26,TM-HA1
4.35,1.65,1.13,1.13,1.26,1.55,TM-HA2
4.61,1.68,1.52,1.29,1.32,1.45,TM-HA3
2.84,2.58,1.87,1.84,1.87,1.84,TM-NE1
3.06,2.32,1.52,1.84,1.71,1.68,TM-NE2
2.97,1.9,1.42,1.61,1.52,1.32,TM-NE3
1.68,4.1,1.45,1.74,2.23,2.29,TM-SA1
1.48,4.23,1.45,1.84,2.52,2.48,TM-SA2
1.61,3.87,1.55,2.35,3.03,2.48,TM-SA3
1.65,2.77,4.61,2.1,2.87,3.74,TM-SU1
2.03,2.03,4.58,1.87,1.94,2.81,TM-SU2
1.77,2.52,4.77,2.03,2.13,3.32,TM-SU3
1.39,3.23,1.71,4.16,3.9,2.19,UY-AN1
1.45,2.35,1.58,4.23,3.1,1.81,UY-AN2
1.58,2.81,1.74,3.61,3.1,2.03,UY-AN3
1.37,2.93,2.3,2.8,4.2,3.33,UY-DI1
1.45,3.26,1.77,2.84,4.32,2.77,UY-DI2
1.35,3.23,1.52,3.39,4.39,2.84,UY-DI3
1.42,3.45,2.16,2.37,2.48,3.03,UY-FE1
1.74,3.16,2.32,2.42,2.48,2.68,UY-FE2
1.77,3.26,2.55,2,2.45,3.06,UY-FE3
3.42,2.52,1.61,1.55,1.55,1.61,UY-HA1
3.84,1.97,1.52,1.42,1.45,1.61,UY-HA2
4.13,1.81,1.42,1.26,1.32,1.55,UY-HA3
2.32,2.29,1.97,2.06,1.97,1.87,UY-NE1
2.1,2.35,1.68,2.23,1.9,1.87,UY-NE2
2,2.42,1.71,2.26,2.35,2.06,UY-NE3
1.35,3.65,1.58,3,3.55,2.32,UY-SA1
1.52,3.84,1.55,2.61,3.55,2.58,UY-SA2
1.35,3.55,1.35,2.48,3.06,2.26,UY-SA3
2.52,2.29,3.61,1.74,1.94,2.26,UY-SU1
1.84,2.65,4.26,1.77,2.13,2.61,UY-SU2
1.97,2.65,4.45,1.9,1.81,2.42,UY-SU3
1.19,2.16,1.55,4.74,2.84,1.39,YM-AN1
1.68,2.26,1.45,4.13,2.9,1.61,YM-AN2
1.55,2.32,1.68,4.77,3.16,1.87,YM-AN3
1.35,2.9,2.45,2.65,4.81,3.32,YM-DI1
1.13,2.13,2.37,3.03,4.63,3,YM-DI2
1.23,3,2.61,2.74,4.65,3.68,YM-DI3
1.23,4.26,3.16,2.13,3.26,4.03,YM-FE1
1.26,4.19,3.74,2.16,3.42,4.26,YM-FE2
1.29,3.52,3.48,2.03,3.42,3.35,YM-FE3
1.29,3.13,4.52,2.55,3.45,4.19,YM-FE4
4.9,1.39,1.29,1.32,1.29,1.35,YM-HA1
4.87,1.32,1.32,1.19,1.13,1.16,YM-HA3
2.71,2.97,1.45,1.9,2,1.94,YM-NE1
2.73,2.67,1.87,1.97,2,2,YM-NE2
3.03,2.45,1.74,2,1.9,1.77,YM-NE3
1.45,4.61,1.52,1.55,2.13,2.39,YM-SA1
1.65,4.26,1.77,1.94,2.61,2.77,YM-SA2
1.55,4.32,1.35,1.71,2.74,2.55,YM-SA3
2.48,1.55,4.87,1.65,1.58,1.81,YM-SU1
2.74,1.48,4.45,1.39,1.42,1.68,YM-SU2
2.35,1.81,4.87,1.81,1.71,2.29,YM-SU3
4.84,1.42,1.35,1.23,1.23,1.23,YN-HA2
